Open,High,Low,Close
168.987442,170.333008,166.86026,167.473679
168.977539,170.74855,166.850357,167.671555
169.165527,169.383194,166.039063,166.573334
166.810791,167.800171,165.227768,167.097702
167.404419,171.510376,166.791,170.372589
170.174713,178.445984,169.828415,176.843185
177.832565,182.393646,177.100418,181.928635
183.036743,191.34761,175.556976,189.428192
190.407684,202.725571,190.269165,199.203339
199.262711,204.447098,196.007629,202.765137
203.220261,204.803284,199.361649,200.529129
201.211807,202.359497,196.43306,198.144699
198.837265,201.597656,197.481812,199.193451
200.647858,209.4534,200.449966,207.435059
205.792664,207.771439,204.199753,205.881714
203.556656,205.396912,200.420288,200.914978
201.805435,203.061951,199.064835,200.914978
201.023819,201.835114,199.282501,200.202621
199.361649,200.539017,194.533432,196.353912
195.898788,201.429474,195.334839,197.363083
197.283936,200.232315,195.324951,196.057098
198.669067,199.836548,193.959595,195.86911
194.909409,200.825943,194.187149,199.925598
200.845734,201.736176,198.500885,200.004745
202.03299,204.199753,200.647858,201.231583
201.854904,202.873978,199.905807,200.598373
201.755966,205.792664,201.755966,204.803284
204.407516,209.849152,204.407516,205.624466
204.803284,206.524811,203.052063,204.387741
204.605408,206.465454,199.589203,200.81604
202.072571,204.704346,201.300842,203.220261
204.803284,211.333237,202.824509,208.8004
210.739609,213.509888,201.657028,202.745346
202.923447,205.99054,201.835114,203.576447
205.594788,207.355896,203.714951,204.902222
205.782776,209.96788,205.199036,209.245636
209.354462,214.697159,208.048477,213.826492
217.447662,219.446213,209.601807,211.907089
212.520508,213.707764,210.244919,212.579865
211.135361,213.183395,210.175659,212.302841
215.785477,216.675934,211.788361,214.439911
213.5,214.697159,211.036423,213.806702
213.875961,219.61441,213.816605,218.941635
219.634201,220.633484,214.944504,217.289352
218.654709,228.548584,217.863205,220.465286
222.790344,226.965561,217.665314,225.392441
226.559921,226.599487,223.245468,224.462418
226.362045,227.737289,224.591034,225.323181
225.580429,227.163437,221.157867,223.344406
224.472305,225.511169,216.280182,218.249054
221.227112,229.290634,218.852585,227.875809
227.727402,230.507568,226.658859,228.865189
228.865189,233.990219,227.331635,232.77327
233.099777,236.463684,231.823456,234.138626
234.287033,235.434723,227.697708,228.756363
226.569809,233.050308,224.046875,231.308975
233.495529,235.078552,231.516754,232.337936
231.496964,232.901901,228.152832,229.072968
230.527359,233.188812,229.735855,230.942902
232.189529,232.516037,226.599487,227.331635
228.607956,235.454514,228.607956,234.613541
234.643219,237.453079,233.208603,236.414215
235.474304,237.848831,234.188095,236.671463
237.453079,239.431854,234.534378,235.988785
235.988785,236.800079,225.798096,229.340103
233.416382,234.455231,230.190964,231.635483
232.545715,232.70401,226.579712,228.400177
229.923843,235.850266,229.874374,234.59375
236.443909,245.368179,233.099777,244.190811
247.346954,253.263489,245.872772,251.156097
253.471268,256.053558,249.652237,251.284714
266.343201,266.738953,256.686768,257.735535
261.000519,261.831604,250.255753,252.481873
250.315125,255.440155,245.684784,246.604919
246.753326,248.890396,242.202133,247.782288
250.315125,250.414063,234.959824,238.5513
241.014877,244.774551,232.783173,243.537811
245.368179,246.357574,232.901901,235.276428
238.64035,244.121552,235.682068,242.93428
241.014877,243.270676,233.732986,240.12442
240.638901,249.464249,238.46225,241.183075
243.488342,247.327164,237.462967,238.600769
239.827606,240.995087,225.184662,230.814285
230.70546,236.295486,226.569809,234.682785
232.516037,246.209167,230.200867,244.368896
243.389404,257.834473,242.647369,254.618958
257.003387,262.880341,256.40976,261.228058
260.40686,266.48172,257.824585,260.149628
262.187775,273.466797,261.80191,268.688049
267.15451,267.589844,259.654938,264.245697
263.572906,266.521301,256.44931,264.384216
264.572205,265.155945,249.127853,252.06633
250.710876,250.908752,239.827606,246.872055
248.534225,256.014008,247.980164,252.729233
254.668427,260.208984,250.968109,258.418213
257.794891,264.166534,255.281845,261.772217
261.000519,270.775665,255.509399,266.541077
263.572906,269.885223,261.693085,267.332581
267.332581,269.885223,263.731232,267.134705
268.341766,271.369293,266.541077,270.132568
269.311371,271.982727,264.32486,267.678864
265.551697,266.936829,257.656372,258.457794
258.032349,261.376465,255.826004,257.458496
258.329163,258.665558,249.968842,251.086838
251.304504,253.263489,247.742706,252.06633
252.096024,258.230225,251.937714,257.270508
258.428101,260.387085,256.44931,258.893097
262.722046,264.166534,257.478302,258.912903
259.991333,261.317108,254.282562,256.924225
257.240845,259.199829,252.491776,253.837341
255.10376,257.418915,247.020462,249.523605
249.325729,249.988617,229.537979,235.513885
235.67218,238.818436,229.023499,232.842529
234.267242,237.235413,225.689255,229.152115
233.495529,242.024048,232.70401,241.014877
241.608505,246.743423,239.827606,244.715179
242.400024,242.400024,231.912506,233.970428
234.969711,235.078552,228.647522,233.26796
234.484909,239.154831,233.891281,237.364029
238.996521,239.016312,234.148529,236.018463
234.465134,237.848831,229.963409,236.404327
235.474304,238.244583,231.981766,234.959824
234.959824,237.017746,232.525925,235.137909
237.215622,237.215622,229.518188,230.725235
233.881393,237.354141,231.71463,236.631882
235.078552,235.454514,222.018631,227.618561
220.633484,229.340103,220.059647,226.975464
227.846115,227.846115,210.343857,211.541016
215.152283,223.383987,213.173508,220.485077
217.625748,230.428421,216.478058,228.90477
227.608673,235.464401,225.580429,227.727402
225.798096,229.508301,219.802399,226.836945
227.559204,229.102646,218.506302,220.089325
217.665314,221.187546,208.266144,212.44136
212.91626,221.009445,212.44136,218.160019
219.327499,231.516754,217.417969,226.1147
236.16687,241.766815,235.840378,239.283447
240.203583,246.931412,237.819153,244.843811
244.180908,246.298203,240.886261,245.061462
243.775269,248.227509,242.43959,247.069931
247.149078,248.910187,237.670746,238.5513
238.442459,239.174606,224.670181,229.884262
227.559204,228.350708,222.157135,224.957108
224.591034,230.131607,223.621429,226.352142
225.382553,225.95639,205.525528,208.642105
214.103531,222.612259,212.233582,219.782608
220.633484,222.889282,208.760834,214.251938
217.467438,226.767685,217.101364,225.946503
225.145096,234.425552,221.622879,232.802948
236.206451,236.364746,230.70546,232.654541
228.548584,228.548584,221.820755,223.195999
222.810135,230.507568,222.612259,229.963409
231.773987,232.802948,228.152832,230.190964
230.745026,232.486343,227.75708,230.527359
228.74646,231.912506,223.997406,230.05246
228.548584,233.436157,225.619995,232.664444
225.639786,229.528076,223.334518,225.995972
227.954956,232.387405,226.945786,230.824173
227.163437,230.012878,224.106232,225.570526
228.152832,228.152832,220.237732,221.118286
223.423553,224.274429,220.673065,221.860321
223.621429,226.312576,223.621429,224.808701
223.908356,226.510452,222.820038,224.96701
226.787476,229.91394,226.60939,229.003708
231.694839,235.850266,229.795212,234.257355
235.870056,242.973862,235.355576,242.202133
243.666428,246.55545,239.926544,245.259354
245.664993,249.068497,245.091156,247.149078
248.316559,249.503815,241.608505,247.020462
245.566055,247.327164,244.250168,245.724365
245.368179,248.929977,244.774551,248.17804
249.028915,254.252884,246.169586,253.352539
254.737686,257.972992,252.956787,256.983582
255.212585,257.636597,252.590714,255.440155
254.074799,254.806946,246.575241,247.999954
244.972427,247.327164,239.580261,241.321579
239.392273,247.871338,238.422684,247.1194
247.149078,251.106628,243.09259,244.546982
244.863586,249.879791,237.650955,238.610657
237.235413,240.21347,235.147797,237.710312
240.361877,248.445175,240.243149,247.693237
248.296768,248.929977,243.983032,246.110214
244.606354,248.732101,244.606354,245.872772
245.566055,250.710876,242.301071,249.582977
249.127853,251.858566,246.575241,247.248016
248.138474,248.979446,243.00354,243.844528
243.191528,256.577942,240.223358,244.744873
245.664993,246.159698,241.163284,242.469269
241.816284,242.766083,227.163437,230.151398
230.131607,232.684235,225.422119,229.39946
229.537979,232.466568,223.79953,225.016479
227.519623,239.036102,226.757797,237.443192
237.255203,237.927979,231.299088,232.872208
232.70401,238.135757,231.71463,234.732254
234.682785,240.421234,233.742874,239.758347
237.037537,241.410629,234.000107,234.880676
236.186661,244.22049,234.910355,239.639618
237.453079,241.371048,234.5047,240.569656
239.62973,241.014877,233.218491,235.276428
235.128021,235.266525,226.124588,227.391006
228.370499,230.675766,225.986069,227.727402
227.796646,233.87149,227.796646,231.249619
228.350708,228.350708,222.236298,223.492813
223.423553,225.966278,220.029953,221.988953
221.721817,225.966278,221.642654,224.353577
225.817871,231.259506,225.649673,230.012878
232.506134,232.506134,214.103531,215.458984
216.666046,218.001709,212.292938,213.183395
213.935333,217.685104,212.856903,216.735291
216.87381,217.071686,212.837112,213.687988
211.728989,211.728989,206.227997,207.415268
207.375687,209.354462,200.697327,202.587051
200.153152,204.170074,199.905807,202.567261
201.241486,204.565826,200.97435,203.259842
202.408966,206.514923,202.03299,203.526962
203.616013,204.001877,198.550354,202.062668
202.507904,202.695877,200.054214,201.755966
201.04361,201.587769,198.688858,199.91571
199.559525,199.836548,194.147568,194.711517
194.711517,197.501602,192.772324,196.719986
195.404099,197.679688,193.949692,194.642273
196.284653,196.413269,193.168076,194.108002
194.216827,194.70163,183.145584,184.224014
185.609161,187.934219,184.026138,185.252975
186.994293,187.103134,183.501755,185.193619
185.015518,188.369553,183.284088,186.994293
187.637405,192.416138,187.637405,191.23877
189.368835,194.79068,188.033157,193.474792
194.711517,195.997726,191.505905,194.850037
196.076874,200.400497,195.572296,197.313614
197.481812,198.649292,194.187149,196.729874
199.856339,199.856339,195.107285,196.828812
199.658463,202.794815,198.570129,200.182831
201.835114,203.497284,199.658463,201.033707
201.657028,205.387024,200.163055,204.902222
204.427307,209.38414,203.220261,208.849869
209.156586,212.579865,206.979935,208.562958
208.562958,210.343857,206.940353,208.335388
205.00116,206.287354,198.866959,202.804718
203.418137,207.474625,202.824509,206.920563
205.792664,214.004593,204.872543,211.353027
210.047028,210.145981,203.675385,204.417419
204.803284,207.068985,200.25209,200.806152
198.075439,198.303009,193.524261,194.70163
195.898788,197.0168,190.773758,191.713684
192.515076,194.899506,190.506622,193.326385
195.305161,198.866959,193.999161,197.274033
196.690292,200.232315,195.324951,199.143982
199.440796,200.469757,191.080475,192.544769
192.930634,193.494583,187.647293,189.507339
188.35965,191.149734,187.083344,188.122208
187.766022,189.151169,186.004913,187.607712
188.973068,191.337708,188.112305,190.259277
188.982971,190.536301,187.983688,189.250107
186.994293,186.994293,182.304596,183.660065
182.581635,183.7491,180.137848,180.850204
173.934372,176.50679,172.153488,176.031876
172.361252,172.54924,163.001648,163.783264
156.916916,162.457474,155.145905,157.12468
163.150055,168.077209,161.468094,167.048233
164.040497,170.758438,161.66597,167.998047
168.383911,168.383911,156.936691,158.302048
160.696365,162.239822,157.322556,158.608765
158.104172,158.331726,152.781265,154.116943
155.670273,155.789001,147.99263,148.813828
145.885239,146.389816,138.939728,140.958084
141.571503,146.84494,138.514297,145.83577
145.440002,147.794754,141.482452,143.975723
143.856995,145.796188,137.534805,138.662704
140.700836,142.828033,139.543259,141.334045
141.502243,144.915634,137.247879,138.217484
140.888824,145.717041,140.493073,144.579239
147.517731,148.091568,143.827301,146.884521
149.991196,151.039948,146.82515,149.348099
148.012421,150.189072,146.686646,149.041382
148.051987,153.078079,148.051987,151.534637
152.613068,154.473114,149.22937,152.187637
153.18692,156.916916,152.167847,156.451889
156.600311,156.600311,150.485886,151.356552
144.401154,147.616669,141.977158,144.796906
145.736832,146.627274,136.090302,138.118546
139.503677,142.125565,138.514297,140.987762
141.482452,150.7827,140.047852,149.595444
152.217316,161.764908,150.7827,160.132416
158.302048,162.952179,156.125397,159.984009
159.736664,165.029892,159.736664,164.436249
163.248993,165.12883,161.764908,163.100586
158.994629,159.835602,151.969971,153.00882
148.902863,150.189072,144.450623,145.291595
145.934708,146.924088,140.740417,145.192657
149.743851,155.333893,149.001801,154.097153
155.234955,158.005234,151.574219,154.393967
151.871033,161.121811,149.595444,159.192505
158.598862,161.17128,153.602463,154.393967
152.365723,155.729645,150.733231,151.969971
150.584824,150.980576,143.213882,145.143188
146.627274,150.238541,145.093719,145.83577
151.425812,158.648331,151.425812,157.461075
157.312668,170.619934,157.21373,168.937973
170.867279,176.061569,169.531601,174.874298
174.132263,187.983688,168.839035,178.831848
181.45372,184.224014,172.895523,173.983856
172.153488,179.326538,171.906128,178.139282
181.057968,189.170959,181.057968,186.103851
182.245239,182.69046,175.913162,179.326538
181.948425,186.252258,181.948425,184.966049
180.513809,182.542053,178.831848,181.156906
182.838867,183.630386,175.27005,176.259445
180.711685,185.460754,180.711685,184.174545
186.004913,191.34761,182.838867,189.764587
195.651443,205.792664,195.156754,204.605408
203.319199,203.319199,195.651443,196.344009
193.029572,200.301559,189.764587,191.397079
188.280502,194.810455,186.103851,190.061401
188.973068,190.209808,183.432495,186.697479
191.446548,191.644424,183.778793,186.103851
187.488998,188.676254,183.284088,187.686874
189.368835,189.912994,181.849487,182.789398
182.096832,186.15332,178.584503,179.524414
182.096832,183.531448,174.28067,175.913162
171.906128,182.542053,170.07576,179.326538
180.068588,181.849487,175.863693,180.365402
180.068588,181.057968,171.955597,173.291275
170.174713,170.174713,165.178299,168.492752
167.453888,167.453888,158.450455,159.835602
161.270218,173.340744,161.270218,170.619934
168.195923,169.333725,163.793152,166.563446
165.12883,173.093399,162.408005,171.213562
167.750702,177.891937,167.750702,170.026291
172.648178,181.008499,172.005066,179.920181
178.930786,179.870712,173.835434,175.566864
172.648178,174.528015,167.750702,170.966217
179.079193,183.481979,178.980255,181.057968
180.068588,190.704498,179.821243,189.863525
188.824661,192.534866,187.192169,189.566711
188.973068,193.672668,187.983688,189.368835
188.231033,189.467773,183.877731,186.549072
181.750549,183.729324,178.188751,181.057968
185.064987,185.807037,174.330139,175.467926
172.648178,180.414871,172.400833,177.00148
174.973236,179.771774,174.330139,175.220581
173.142868,174.132263,165.722458,170.81781
173.53862,177.842468,168.492752,170.570465
170.174713,178.386627,167.453888,177.891937
178.089813,178.831848,172.005066,173.04393
177.842468,179.96965,172.846054,175.121643
173.142868,182.492584,171.658783,181.651611
182.937805,185.361816,180.761154,182.987274
184.026138,186.64801,183.135681,184.768173
184.026138,184.42189,178.930786,180.167526
179.079193,181.552673,176.952011,178.287689
176.50679,180.563278,176.209976,177.248825
178.584503,181.849487,174.923767,176.803604
179.029724,183.086212,176.902542,181.997894
184.273483,192.732742,184.224014,191.891769
191.792831,200.351028,190.951843,199.064835
198.81749,203.566544,198.075439,199.955276
197.877563,202.824509,196.393478,201.439362
199.707932,200.548904,196.096664,198.471191
198.866959,204.259109,198.866959,202.923447
204.011765,205.100098,199.608994,202.725571
200.845734,207.276749,200.400497,204.011765
207.919846,210.937485,204.308578,206.584183
203.813889,212.322632,201.785645,211.481644
215.686539,219.050461,213.856171,215.092911
215.043442,217.615845,210.393326,211.580582
214.697159,217.912674,214.103531,216.131775
217.566376,218.951523,213.312012,216.774872
218.555771,220.880829,215.290787,216.774872
218.654709,222.117569,214.202469,219.594635
220.633484,231.863037,220.33667,228.499115
232.110382,238.838226,230.131607,237.304672
235.67218,236.16687,228.944336,231.417816
232.605072,242.944183,232.605072,241.163284
241.262222,249.127853,240.817001,245.763931
249.820419,250.018311,242.350555,243.834625
244.626144,247.346954,238.096176,245.021896
247.841644,250.315125,243.043121,249.078384
252.046555,252.046555,245.467117,247.693237
249.226791,250.710876,242.944183,247.940582
246.55545,256.103027,245.961807,254.569489
253.975861,259.120667,252.788589,254.618958
254.569489,258.032349,251.057159,255.558868
256.696686,269.806061,256.201965,265.106476
275.742401,289.593811,275.049805,284.795288
279.996765,281.282959,271.389069,272.972107
278.413727,280.491455,268.272522,271.042786
272.279541,273.071045,266.689484,268.420929
269.113495,273.071045,263.078217,265.601166
265.155945,270.84491,262.880341,265.601166
267.134705,268.86615,260.40686,262.632996
265.057007,265.057007,252.640182,257.191376
259.664825,272.526886,259.219604,270.449158
273.071045,275.841339,264.463379,268.074646
267.035767,270.993317,262.583527,264.364441
266.640015,269.113495,261.841492,264.809662
264.166534,272.675293,263.4245,271.240662
271.191193,276.039215,261.198395,264.166534
262.187775,266.936829,259.615356,265.106476
269.36084,278.957886,269.36084,277.671692
279.996765,283.855377,274.109894,281.184021
283.113312,284.547943,279.353638,279.996765
283.459625,288.901245,282.816498,286.922455
286.872986,291.028442,281.678711,287.367706
285.438385,294.689178,279.650482,283.657501
284.498474,289.395935,278.364258,280.441986
280.689331,282.915436,266.788422,268.519867
268.965088,274.505646,261.297333,273.169983
271.438538,279.403137,265.155945,267.233643
269.113495,272.675293,264.809662,269.806061
269.806061,269.806061,263.473969,265.551697
270.003937,272.576355,262.979279,269.904999
269.014557,269.756592,265.650635,268.272522
265.996918,271.092255,264.364441,269.064026
272.081665,273.664673,270.003937,272.32901
276.929657,277.028595,272.774231,273.862549
275.544495,279.007355,272.378479,278.26532
277.028595,278.809479,274.357239,275.593964
274.060425,275.890808,270.795441,272.675293
273.169983,281.678711,272.576355,280.7388
278.166382,283.410156,277.721161,280.046234
282.22287,284.646881,280.986145,283.162781
284.943695,291.473663,283.954315,286.229889
286.67511,298.696198,283.805908,297.508911
300.773895,301.713806,293.501892,298.152008
300.279205,307.94696,299.784515,306.462891
308.045898,316.900909,306.314484,315.862061
314.328522,317.34613,309.183685,313.289642
313.141235,316.505157,305.374542,306.462891
306.215546,310.915131,305.770294,308.540588
309.529968,312.102386,305.96817,310.618317
312.547607,312.547607,307.056519,308.787933
309.480499,310.370972,304.434631,309.332092
306.710236,314.130646,306.660767,313.190704
309.628906,309.628906,300.427612,301.268585
300.922302,301.763275,296.222717,297.756256
295.332275,300.477081,292.166229,298.59726
294.738647,306.710236,288.456024,305.127197
304.731445,306.265015,291.869415,293.254547
288.851776,294.144989,286.328827,289.742218
290.929504,293.996582,284.053253,286.130951
284.993164,298.696198,284.993164,294.342865
295.826965,297.459442,282.618622,287.516113
284.943695,289.395935,281.629242,287.268768
273.961487,274.109894,264.9086,266.145325
265.749573,272.972107,260.852112,268.272522
262.187775,263.86972,253.283279,257.141907
257.438721,261.44574,255.360992,259.071198
264.067596,266.788422,260.604767,262.286713
259.318542,262.632996,256.746155,258.675446
260.011108,265.205414,254.173737,264.166534
262.92981,268.915619,259.565887,266.194794
267.827271,274.703522,265.205414,273.664673
277.919037,280.095703,270.152344,272.8237
256.251434,257.042969,238.986633,240.470718
235.375366,236.562622,227.856018,230.527359
232.506134,233.495529,220.188263,222.167038
218.011612,227.954956,214.944504,226.421402
225.778305,226.916092,218.704178,219.297806
220.781891,233.891281,220.781891,231.912506
233.050308,236.364746,229.587448,233.94075
231.516754,237.40361,230.428421,236.661575
238.442459,241.36116,231.121002,233.000839
230.230545,241.212753,230.082138,240.371765
241.410629,241.410629,233.742874,234.880676
235.474304,236.90892,223.205887,224.29422
225.679367,238.887695,225.679367,237.749893
240.421234,245.368179,231.764099,235.424835
236.463684,240.025482,233.742874,235.622711
238.442459,244.774551,237.453079,243.339935
242.350555,247.149078,240.074951,245.566055
242.251602,248.534225,239.728668,244.477737
245.763931,249.226791,242.400024,243.58728
242.894714,246.159698,241.509567,244.08197
245.368179,246.505981,235.721649,236.661575
236.265808,239.431854,230.280014,237.799362
240.421234,243.636749,237.947769,239.877075
237.205734,239.877075,235.029083,235.424835
237.799362,238.838226,232.605072,235.029083
235.622711,238.689819,233.050308,233.693405
233.693405,238.096176,232.060913,237.453079
238.442459,241.113815,234.880676,238.096176
235.67218,240.718063,235.67218,238.294052
239.877075,245.763931,239.283447,243.884094
241.707443,243.686218,237.255203,238.887695
237.947769,238.244583,233.297653,234.287033
233.495529,235.968994,231.764099,233.44606
234.979614,235.771118,226.174057,226.817154
229.439041,229.884262,222.859604,223.502716
221.375519,221.523941,216.082306,219.248337
222.117569,224.096344,221.424988,222.414383
221.622879,223.05748,219.693573,221.029236
218.555771,218.654709,212.718384,213.757233
214.202469,215.488663,211.085892,213.559357
211.432175,212.91626,208.859772,210.739609
209.849152,211.036423,200.895203,202.923447
208.266144,213.114136,206.979935,210.591202
214.103531,220.435608,213.064667,219.347275
219.644104,224.591034,214.845566,223.848999
222.167038,227.26239,220.83136,224.937317
223.700592,224.591034,219.248337,220.33667
218.654709,219.644104,213.856171,218.60524
224.096344,227.509735,223.700592,226.619278
228.894867,236.958389,228.647522,236.265808
237.601486,243.191528,237.156265,238.937164
239.827606,243.389404,229.191696,236.760513
233.792343,234.385971,228.301239,229.48851
228.647522,229.043274,221.32605,225.827774
225.085724,233.396591,225.085724,232.506134
232.555603,237.205734,229.735855,232.95137
234.188095,240.718063,234.039688,237.650955
238.541397,244.626144,238.541397,243.58728
242.053726,247.248016,241.410629,245.467117
244.873489,245.664993,241.014877,242.696838
240.421234,245.8134,238.838226,243.438873
243.290466,244.08197,237.650955,238.491928
236.859451,237.848831,232.654541,234.781738
234.484909,234.484909,229.636917,230.923111
228.696991,236.661575,227.361328,234.237564
234.089157,235.67218,228.202301,231.813568
233.693405,236.859451,226.223526,228.449646
228.350708,233.000839,227.707611,232.357727
229.933731,232.70401,225.184662,226.272995
224.393158,232.308258,222.661728,230.576828
236.958389,241.559036,236.018463,240.718063
242.5979,247.198547,240.025482,246.258636
243.389404,248.237411,243.09259,247.149078
248.336349,261.495209,248.28688,260.45636
261.594147,261.643616,254.866302,256.647217
262.187775,269.113495,260.307922,267.431519
273.367859,286.229889,271.784821,274.901398
272.378479,275.495026,269.657654,270.597565
266.145325,275.495026,264.9086,268.717743
269.608185,274.258301,268.025177,272.526886
271.883789,276.929657,269.410309,270.795441
271.290131,272.972107,263.671844,266.046387
263.86972,265.601166,259.615356,260.307922
261.44574,264.364441,255.855698,257.042969
261.396271,269.113495,260.357391,264.710724
265.155945,273.268921,265.155945,271.784821
272.081665,273.071045,267.332581,270.597565
272.32901,276.039215,270.251282,271.389069
273.565735,279.502075,217.121155,277.572754
278.463196,280.689331,268.124115,269.558716
272.279541,275.29715,263.276093,266.837891
264.265503,270.102875,263.770782,264.611786
265.848511,271.982727,262.385651,270.894379
270.894379,271.438538,267.035767,268.37146
267.777802,268.37146,263.375031,266.541077
262.187775,263.127686,258.428101,259.516418
262.187775,264.859131,258.230225,262.088837
263.177155,268.915619,263.177155,267.38205
267.134705,270.498627,263.721313,266.145325
264.661255,265.848511,261.792023,264.216003
263.177155,264.314972,260.307922,261.792023
261.792023,262.731934,257.48819,258.47757
259.318542,261.544678,251.50238,254.02533
254.421082,255.014709,242.400024,245.021896
245.368179,252.590714,245.120834,252.046555
254.272675,266.689484,254.272675,264.611786
269.113495,269.113495,262.286713,267.184174
267.134705,271.784821,263.721313,266.936829
266.145325,269.558716,262.286713,264.117065
263.968658,270.449158,263.721313,266.491608
264.661255,282.470215,262.484589,280.936676
280.986145,281.579773,276.138153,277.622223
275.989746,280.887207,275.148743,277.77063
270.102875,271.883789,266.936829,269.36084
270.102875,271.389069,260.208984,262.187775
262.43512,264.314972,259.219604,261.297333
265.205414,267.480988,258.922791,263.276093
